MEAS_DT,BURST_ID,ROWS,DUR_S,VIB-TOP_RMS,VIB-TOP_KUR,VIB-TOP_CRF,VIB-TOP_PTP,VIB-TOP_STD,VIB-BOT_RMS,VIB-BOT_KUR,VIB-BOT_CRF,VIB-BOT_PTP,VIB-BOT_STD,CUR-MTR_RMS,CUR-MTR_KUR,CUR-MTR_CRF,CUR-MTR_PTP,CUR-MTR_STD
2024-03-23 13:41:46.328,B24-00139,35,3.4,0.093212,-0.412561,2.21573,0.402632,0.094573,0.183257,-1.376605,1.645238,0.571217,0.185933,180.426538,-1.505804,1.515357,527.89027,183.060642
2024-03-24 02:29:27.841,B24-00140,22,2.1,0.044864,-0.648702,2.06734,0.160206,0.04592,0.038905,-0.628344,1.908724,0.14598,0.039821,81.204494,-1.435418,1.62166,220.93012,83.115449
2024-03-24 15:17:08.055,B24-00141,9,0.8,0.08823,-0.669846,1.764283,0.285444,0.093583,0.073165,-1.248501,1.809234,0.217506,0.077603,76.202947,-1.017471,1.781428,213.995962,80.825431
2024-03-25 04:04:46.968,B24-00142,50,4.9,0.079748,-0.992974,2.096011,0.299045,0.080558,0.108768,-1.085318,1.806905,0.37652,0.109872,118.51161,-1.444466,1.528729,359.17251,119.714804
2024-03-25 16:52:29.981,B24-00143,48,4.7,0.077394,-0.263316,2.244623,0.32543,0.078213,0.053059,-0.215156,2.704847,0.24716,0.053621,83.065685,-1.637365,1.340184,220.05108,83.944711
2024-03-26 05:40:12.794,B24-00144,48,4.7,0.05931,-0.464647,2.226117,0.249579,0.059937,0.055745,0.169161,2.884682,0.24842,0.056335,85.422623,-1.519858,1.466619,240.52658,86.326592
2024-03-26 18:27:55.608,B24-00145,35,3.4,0.063839,-1.16353,1.797027,0.214043,0.064771,0.044584,0.083304,2.553774,0.196741,0.045235,84.253702,-1.482083,1.440624,241.88045,85.483748
2024-03-27 07:15:37.121,B24-00146,23,2.2,0.076477,-0.504855,2.147245,0.295389,0.078196,0.186838,-1.288683,1.699872,0.613984,0.191037,178.696495,-1.436698,1.54037,544.80333,182.712648
2024-03-27 20:03:17.434,B24-00147,13,1.2,0.031963,-0.792126,1.817008,0.103564,0.033268,0.048143,-1.080398,1.68237,0.152066,0.050109,67.20661,-1.274856,1.781709,200.284619,69.950858
2024-03-29 10:26:13.074,B24-00150,50,4.9,0.070082,-0.356779,2.211172,0.300873,0.070793,0.144407,-1.329281,1.685269,0.458695,0.145873,143.844896,-1.462397,1.50569,428.83568,145.305287
2024-03-29 23:13:56.087,B24-00151,50,4.9,0.090132,-0.259208,2.333666,0.415348,0.091047,0.156885,-1.127527,1.805525,0.512282,0.158477,150.060208,-1.479714,1.500078,448.64445,151.5837
2024-03-30 12:01:39.100,B24-00152,40,3.9,0.040765,-0.431945,2.142473,0.164135,0.041285,0.056327,0.478023,2.899202,0.259785,0.057045,81.94685,-1.535103,1.507811,220.98747,82.990801
2024-03-31 00:49:21.114,B24-00153,26,2.5,0.085791,-0.449863,2.027625,0.344776,0.08749,0.123576,-0.88957,2.211625,0.427121,0.126023,133.578374,-1.506055,1.496427,389.30933,136.223747
2024-03-31 13:37:01.727,B24-00154,26,2.5,0.038266,-0.826987,2.045174,0.144766,0.039024,0.058578,-0.168693,2.438817,0.251781,0.059738,77.148654,-1.185055,1.74004,221.30755,78.676499
2024-04-01 02:24:42.340,B24-00155,15,1.4,0.098435,1.880358,2.433927,0.431537,0.10189,0.174619,-1.674034,1.645006,0.534092,0.180748,141.221288,-1.397517,1.54948,413.20854,146.177921
2024-04-03 05:35:16.793,B24-00159,50,4.9,0.062203,-0.663216,2.07379,0.255085,0.062835,0.051166,0.246069,2.825938,0.241518,0.051685,80.824346,-1.59421,1.355755,218.57634,81.644919
2024-04-03 18:22:59.806,B24-00160,50,4.9,0.086142,-1.049736,1.967321,0.332128,0.087017,0.067511,-0.987735,1.876914,0.209037,0.068197,97.960338,-1.483193,1.482408,287.41256,98.954884
2024-04-04 07:10:42.820,B24-00161,47,4.6,0.053977,-0.072056,2.649517,0.243153,0.054561,0.047521,-0.492334,2.265143,0.211227,0.048035,83.024936,-1.508759,1.508314,236.94721,83.922528
2024-04-04 19:58:25.533,B24-00162,34,3.3,0.081421,0.816562,2.895785,0.38952,0.082645,0.190342,-1.269542,1.650303,0.623714,0.193204,175.188315,-1.459782,1.474715,513.97938,177.822874
2024-04-05 08:46:06.946,B24-00163,19,1.8,0.07671,-0.219015,2.215028,0.304188,0.078812,0.109143,-1.661413,1.492343,0.31503,0.112134,109.239415,-1.301137,1.63319,343.28679,112.23283
2024-04-05 21:33:46.859,B24-00164,6,0.5,0.080893,-1.963645,1.265578,0.198853,0.088614,0.058381,2.095816,1.918796,0.191995,0.063953,46.063195,-0.276249,1.798922,120.887408,50.459702
2024-04-06 10:21:25.473,B24-00165,50,4.9,0.088106,-0.915619,2.146152,0.345923,0.089001,0.109814,-0.905395,1.980037,0.365417,0.110929,112.446759,-1.460505,1.531414,343.18678,113.588379
2024-04-06 23:09:08.486,B24-00166,50,4.9,0.059836,-0.840751,2.487328,0.247411,0.060443,0.043665,-0.821167,2.312782,0.181391,0.044108,83.838711,-1.586197,1.342734,224.85188,84.689888
2024-04-07 11:56:51.499,B24-00167,38,3.7,0.089229,-0.960576,1.83184,0.312851,0.090427,0.195487,-1.351711,1.606391,0.627348,0.198111,168.596633,-1.427967,1.558926,495.59265,170.859776
2024-04-08 00:44:33.312,B24-00168,26,2.5,0.089994,-0.87651,1.96458,0.334615,0.091777,0.114815,-1.050049,2.084468,0.382515,0.117089,113.255741,-1.515017,1.486944,328.47814,115.498646
2024-04-08 13:32:13.926,B24-00169,13,1.2,0.073083,-0.907685,1.799168,0.242029,0.076067,0.074394,-0.732273,2.020163,0.22811,0.077431,68.087009,-1.268467,1.780563,202.398561,70.867206
2024-04-09 15:07:31.452,B24-00171,50,4.9,0.074826,-0.540609,2.257637,0.327757,0.075586,0.056467,-0.139171,2.376156,0.251169,0.05704,81.665187,-1.598601,1.354482,221.03586,82.494297
2024-04-10 03:55:14.465,B24-00172,43,4.2,0.081268,-0.25818,2.513036,0.374397,0.08223,0.16602,-1.292345,1.705447,0.524873,0.167985,147.366753,-1.32061,1.674551,445.4922,149.110799
2024-04-10 16:42:56.779,B24-00173,32,3.1,0.085942,-0.429621,2.391726,0.359388,0.087317,0.11512,-1.031309,1.982491,0.352179,0.116962,135.072162,-1.52287,1.491811,398.1096,137.233453
2024-04-11 05:30:37.992,B24-00174,19,1.8,0.064211,-1.714215,1.506012,0.179518,0.065971,0.087789,0.590411,2.489545,0.340098,0.090195,79.950951,-1.552857,1.469863,220.56785,82.141794
2024-04-11 18:18:17.905,B24-00175,7,0.6,0.054279,-0.966467,1.616301,0.15126,0.058628,0.168694,-0.970344,1.652082,0.498295,0.182211,84.833376,-0.249827,1.861231,244.460132,91.630519
2024-04-13 08:41:21.845,B24-00178,27,2.6,0.082795,-0.678851,2.022972,0.312147,0.084372,0.116918,-1.038262,1.918172,0.377882,0.119145,127.099818,-1.272015,1.809298,401.43506,129.520985
2024-04-13 21:29:02.558,B24-00179,26,2.5,0.059053,1.734696,2.914523,0.289292,0.060222,0.186832,-1.453397,1.700397,0.598079,0.190532,165.928425,-1.491501,1.614075,485.83346,169.214456
2024-04-14 10:16:43.171,B24-00180,14,1.3,0.102818,-0.338306,1.894306,0.365371,0.106699,0.145158,-1.162778,1.809002,0.424737,0.150638,134.72139,-1.11711,1.781418,421.85443,139.806994
2024-04-15 11:52:00.898,B24-00182,50,4.9,0.073948,-0.922522,2.203235,0.301906,0.074698,0.147132,-1.109276,1.862337,0.530583,0.148626,134.688941,-1.466302,1.485741,396.85695,136.056377
2024-04-16 00:39:43.911,B24-00183,50,4.9,0.081804,-0.270719,2.445122,0.373954,0.082635,0.142412,-1.213669,1.818722,0.487702,0.143857,155.859199,-1.481577,1.496503,465.31253,157.441566
2024-04-16 13:27:26.924,B24-00184,46,4.5,0.065511,-0.012267,2.535157,0.29346,0.066235,0.065626,-0.692786,2.040132,0.266541,0.066351,80.331064,-1.534504,1.483922,222.40189,81.218727
2024-04-17 02:15:09.537,B24-00185,32,3.1,0.146637,-0.113643,2.272752,0.595536,0.148983,0.181701,-1.358653,1.773049,0.590416,0.184609,122.077179,-1.426312,1.585482,370.21165,124.030538
2024-04-17 15:02:50.751,B24-00186,50,4.9,0.556677,1.914757,2.892646,2.700565,0.562328,0.250674,1.167653,2.976965,1.185033,0.253219,129.715061,-0.640988,2.505218,535.24978,131.031999
2024-04-18 03:50:33.764,B24-00187,20,1.9,0.091296,-0.368633,1.964454,0.341927,0.093668,0.155682,-1.251658,1.735709,0.475441,0.159727,152.65815,-1.282385,1.641566,482.36615,156.623957
2024-04-18 16:38:13.777,B24-00188,7,0.6,0.015909,-1.126323,1.56593,0.044153,0.017184,0.055404,2.572088,2.068917,0.196707,0.059843,72.110964,-1.79239,1.511932,194.174913,77.888743
2024-04-19 05:25:52.490,B24-00189,50,4.9,0.089914,-0.338163,2.194503,0.3829,0.090827,0.199865,-1.228644,1.75013,0.686044,0.201894,177.044266,-1.485349,1.452977,512.35836,178.841716
2024-04-19 18:13:35.504,B24-00190,47,4.6,0.065372,-1.021759,2.042829,0.2537,0.066078,0.062634,-0.289364,2.397138,0.236216,0.063311,93.032604,-1.415089,1.56733,278.9326,94.038391
2024-04-20 07:01:18.217,B24-00191,32,3.1,0.046007,-0.779334,2.167319,0.175692,0.046743,0.044533,-0.368999,2.304044,0.175113,0.045246,82.369088,-1.577387,1.411798,224.4735,83.687077
2024-04-20 19:48:59.430,B24-00192,33,3.2,0.037676,-0.60099,1.983217,0.145265,0.03826,0.051183,-0.441534,2.231138,0.214781,0.051976,82.128252,-1.59979,1.376279,223.19391,83.401635
2024-04-21 08:36:40.743,B24-00193,22,2.1,0.062291,-0.970955,1.671809,0.203848,0.063757,0.10496,-0.708505,1.957083,0.345014,0.10743,109.915188,-1.297547,1.668908,337.42778,112.501782
2024-04-21 21:24:20.957,B24-00194,9,0.8,0.064016,-0.314726,1.888753,0.210694,0.067899,0.173267,-1.718597,1.429012,0.477167,0.183777,113.040413,-0.052838,2.000875,349.370756,119.897464
2024-04-22 10:11:59.870,B24-00195,50,4.9,0.057995,0.005,2.614636,0.273739,0.058584,0.045097,-0.116399,2.444089,0.202054,0.045554,83.591792,-1.576397,1.36677,226.9304,84.440461
2024-04-22 22:59:42.883,B24-00196,50,4.9,0.08259,0.396078,2.368003,0.386954,0.083428,0.19743,-1.21355,1.927245,0.685181,0.199434,169.878011,-1.486474,1.459113,494.80087,171.602705
2024-04-23 11:47:25.896,B24-00197,36,3.5,0.079178,-0.422977,2.25062,0.303791,0.080301,0.135932,-0.896673,2.006811,0.425441,0.13786,129.852701,-1.36682,1.591565,406.15956,131.694676
2024-04-24 00:35:07.510,B24-00198,26,2.5,0.04603,-0.055013,2.550247,0.167869,0.046941,0.048256,0.441107,2.450252,0.225918,0.049212,79.260293,-1.344668,1.663032,222.32714,80.829957
2024-04-24 13:22:48.123,B24-00199,12,1.1,0.066198,-0.898931,1.777221,0.22157,0.069142,0.176233,-1.27335,1.695192,0.5454,0.184069,165.976842,-1.442288,1.641252,468.70083,173.357158
2024-04-25 02:10:27.336,B24-00200,50,4.9,0.063058,-0.180938,2.629343,0.286965,0.063698,0.059126,-0.305449,2.313646,0.253496,0.059726,82.164955,-1.598216,1.362852,223.1386,82.999139
2024-04-25 14:58:10.349,B24-00201,50,4.9,0.091098,0.881932,2.585823,0.439655,0.092023,0.193903,-1.435975,1.569844,0.604085,0.195872,173.11966,-1.4733,1.464124,505.63782,174.877265
2024-04-26 03:45:53.363,B24-00202,42,4.1,0.059805,-0.593306,2.076467,0.230063,0.06053,0.117139,-1.219552,1.862425,0.375543,0.118559,141.581582,-1.462436,1.549748,427.33138,143.297785
2024-04-26 16:33:35.576,B24-00203,29,2.8,0.050285,-0.59639,2.101566,0.197002,0.051175,0.076476,0.716587,2.7318,0.348727,0.077829,80.830169,-1.565896,1.501571,221.36178,82.260903
2024-04-27 05:21:16.489,B24-00204,18,1.7,0.091269,-0.911899,1.970384,0.31335,0.093915,0.190403,-1.084933,1.694167,0.600735,0.195923,168.124525,-1.386832,1.533326,501.31757,172.998709
2024-04-27 18:08:56.302,B24-00205,6,0.5,0.073589,-1.71073,1.363427,0.198285,0.080612,0.083784,0.056723,1.792139,0.249249,0.09178,71.733205,-1.41684,1.550281,201.831249,78.579789
2024-04-28 06:56:34.916,B24-00206,50,4.9,0.083674,-0.027,2.28968,0.364156,0.084524,0.198466,-1.271352,1.744814,0.670455,0.200481,162.041817,-1.482432,1.480164,477.74178,163.686953
2024-04-28 19:44:17.929,B24-00207,49,4.8,0.069227,-0.128878,2.539885,0.305108,0.069944,0.120904,-1.158343,1.9822,0.378972,0.122157,124.399771,-1.446369,1.520901,374.8192,125.688923
2024-04-29 08:32:00.842,B24-00208,33,3.2,0.033572,-0.540406,2.144589,0.139565,0.034092,0.044085,-1.050604,1.767919,0.148899,0.044768,81.835412,-1.613576,1.353377,220.62018,83.104254
2024-04-29 21:19:42.155,B24-00209,22,2.1,0.089325,2.739376,3.11549,0.392584,0.091427,0.17892,-1.342616,1.587728,0.567141,0.18313,153.528509,-1.337946,1.719064,445.94853,157.141439
2024-04-30 10:07:22.369,B24-00210,8,0.7,0.093236,-0.647262,1.736541,0.301384,0.099673,0.161342,1.037119,2.109564,0.529107,0.172482,113.242557,-0.237297,1.922065,341.292783,121.061386
2024-04-30 22:55:01.182,B24-00211,50,4.9,0.07031,0.36725,2.447246,0.327893,0.071023,0.065813,-0.531889,2.581104,0.27568,0.066481,93.184772,-1.488622,1.497013,278.83378,94.130835
2024-05-01 11:42:44.195,B24-00212,48,4.7,0.09241,-0.479015,2.087789,0.368958,0.093388,0.191008,-1.289717,1.655723,0.610409,0.193029,176.627501,-1.502443,1.499939,522.41295,178.496627
2024-05-02 00:30:27.008,B24-00213,33,3.2,0.073038,-1.282225,1.763962,0.252837,0.07417,0.058865,-0.667107,2.253044,0.230438,0.059778,93.578867,-1.498204,1.458777,271.35661,95.029788
2024-05-02 13:18:08.322,B24-00214,22,2.1,0.069107,-0.596809,2.007148,0.246173,0.070733,0.056983,-0.595331,2.069051,0.224545,0.058324,93.115275,-1.365349,1.713681,265.3059,95.306523
2024-05-03 02:05:48.535,B24-00215,40,3.9,0.334461,1.892752,3.071213,1.690035,0.338721,0.22783,-0.77789,2.346263,0.923351,0.230732,132.902389,-0.725837,2.015489,458.95582,134.595481
2024-05-03 14:53:30.548,B24-00216,12,1.1,0.106672,-0.277538,2.060309,0.377711,0.111416,0.183858,-1.505916,1.64579,0.546217,0.192033,193.42011,-1.760282,1.447515,517.33572,202.020716
2024-05-04 03:41:09.761,B24-00217,11,1.0,0.086181,-0.562663,1.721947,0.290973,0.090388,0.129808,-0.880816,1.944394,0.396751,0.136144,123.404568,-0.913604,1.8406,372.49558,129.427803
2024-05-04 16:28:48.875,B24-00218,50,4.9,0.079419,-0.539805,2.133757,0.316336,0.080225,0.152201,-1.292861,1.986614,0.533354,0.153746,163.496728,-1.467831,1.511957,493.51984,165.156636
2024-05-05 05:16:31.888,B24-00219,50,4.9,0.04392,-0.206242,2.539795,0.189985,0.044366,0.06353,-0.643021,2.169449,0.270764,0.064175,81.996294,-1.59396,1.354212,222.08074,82.828765
2024-05-05 18:04:14.901,B24-00220,50,4.9,0.066378,-0.243831,2.544987,0.296547,0.067052,0.135756,-1.177531,1.786413,0.465916,0.137134,127.130908,-1.443515,1.506307,379.40113,128.42161
2024-05-06 06:51:57.914,B24-00221,38,3.7,0.088976,-0.044508,2.186702,0.377064,0.09017,0.175288,-1.331356,1.689726,0.566721,0.177641,177.898291,-1.460535,1.595644,521.23315,180.286295
2024-05-06 19:39:39.728,B24-00222,23,2.2,0.060273,-0.477745,2.132541,0.217063,0.061628,0.057966,-1.247189,1.82404,0.199885,0.059269,88.202983,-1.395653,1.622051,251.81892,90.18532
2024-05-07 08:27:20.041,B24-00223,12,1.1,0.048035,-1.319556,1.582608,0.151271,0.050171,0.099132,-1.56115,1.548,0.282322,0.10354,113.328016,-1.529034,1.558802,315.5897,118.367253
2024-05-07 21:14:59.254,B24-00224,10,0.9,0.036549,-0.556592,1.875108,0.11804,0.038526,0.048518,0.064841,1.948018,0.171287,0.051142,65.674628,-0.568393,1.935333,191.911128,69.227137
2024-05-09 11:38:04.294,B24-00227,38,3.7,0.058235,0.497006,2.677334,0.273273,0.059016,0.045525,0.063391,2.467114,0.193437,0.046136,86.462901,-1.557957,1.497726,236.51126,87.623529
2024-05-10 00:25:46.107,B24-00228,24,2.3,0.07805,-0.326255,2.277649,0.314292,0.079728,0.196202,-1.356079,1.676338,0.616664,0.200422,163.001076,-1.338258,1.696509,481.52131,166.506877
2024-05-10 13:13:26.520,B24-00229,14,1.3,0.056799,-1.459506,1.511643,0.167075,0.058943,0.097004,-0.931815,1.844322,0.315666,0.100666,103.214311,-1.267914,1.644891,302.16292,107.110553
2024-05-11 02:01:05.934,B24-00230,50,4.9,0.096542,-0.296788,2.264341,0.417619,0.097522,0.186934,-1.322019,1.70934,0.627393,0.188831,176.973456,-1.487742,1.449397,512.27981,178.770187
2024-05-11 14:48:48.947,B24-00231,50,4.9,0.0834,-0.721494,2.387225,0.344073,0.084247,0.104775,-1.146634,1.917288,0.333968,0.105838,111.288706,-1.45852,1.499787,332.91356,112.418569
2024-05-12 03:36:31.960,B24-00232,40,3.9,0.051633,-0.13222,2.224411,0.211875,0.052291,0.067151,0.440753,2.752316,0.333434,0.068007,80.23111,-1.582498,1.415881,220.6104,81.253203
2024-05-12 16:24:13.973,B24-00233,29,2.8,0.081262,0.689575,2.674179,0.385648,0.0827,0.180734,-1.481146,1.597356,0.575327,0.183934,157.255596,-1.26956,1.772778,491.02705,160.039097
2024-05-13 05:11:54.887,B24-00234,15,1.4,0.100088,-0.689657,1.789767,0.343777,0.103601,0.141672,-1.169878,1.813114,0.436079,0.146645,120.399443,-1.473994,1.565461,366.63882,124.625264
2024-05-14 06:47:12.613,B24-00236,50,4.9,0.090731,0.928177,2.647186,0.426099,0.091652,0.183164,-1.318689,1.81007,0.592187,0.185023,170.856347,-1.474175,1.48693,507.57939,172.590973
2024-05-14 19:34:55.626,B24-00237,50,4.9,0.082586,-0.587284,2.08856,0.331027,0.083424,0.192428,-1.414562,1.596934,0.585885,0.194382,168.449258,-1.473989,1.471367,494.61574,170.159447
2024-05-15 08:22:38.640,B24-00238,43,4.2,0.069395,0.263822,2.477207,0.31956,0.070216,0.134112,-1.159954,1.964427,0.444662,0.135699,135.647566,-1.468642,1.56477,412.25629,137.252919
2024-05-15 21:10:20.953,B24-00239,32,3.1,0.052556,-0.53525,2.118605,0.207504,0.053397,0.052595,0.298161,2.421007,0.23742,0.053437,81.954547,-1.617655,1.375834,220.00816,83.265903
2024-05-16 09:58:02.166,B24-00240,16,1.5,0.103362,0.249269,2.127754,0.407855,0.106752,0.169161,-1.470717,1.622128,0.518605,0.174709,149.3877,-1.546959,1.462994,427.99299,154.286954
2024-05-16 22:45:41.779,B24-00241,4,0.3,0.06522,-3.136339,1.382342,0.160853,0.075309,0.087676,-4.362186,1.295366,0.207174,0.101239,60.639506,-1.173798,1.430719,161.157504,70.02047
2024-05-17 11:33:20.193,B24-00242,50,4.9,0.04163,1.036043,2.84638,0.234059,0.042053,0.066937,-0.810639,2.035485,0.256413,0.067616,80.850387,-1.593049,1.354534,218.35961,81.671224
2024-05-18 00:21:03.206,B24-00243,50,4.9,0.066303,-0.627769,2.267262,0.284377,0.066976,0.092999,-1.290791,1.84195,0.321389,0.093943,103.015524,-1.452833,1.521378,312.20523,104.061393
2024-05-18 13:08:46.219,B24-00244,41,4.0,0.092089,-0.751404,2.135552,0.38038,0.093233,0.173388,-1.197258,1.855884,0.614201,0.175542,171.110513,-1.377736,1.655244,506.67077,173.236191
2024-05-19 01:56:28.332,B24-00245,25,2.4,0.322274,1.715298,2.483331,1.468085,0.32892,0.245693,1.784874,2.707952,1.190218,0.25076,91.183819,-0.961855,1.751851,306.36791,93.064096
2024-05-19 14:44:08.846,B24-00246,26,2.5,0.074648,-1.099769,1.855905,0.261363,0.076126,0.061708,-0.809202,2.006061,0.227815,0.06293,87.83572,-1.139012,1.805453,266.8288,89.57521
2024-05-20 03:31:49.459,B24-00247,15,1.4,0.086703,-0.928752,1.802485,0.28843,0.089746,0.068296,-0.457443,2.110978,0.221469,0.070693,86.688902,-1.410162,1.615789,257.55981,89.731539
2024-05-21 05:07:07.285,B24-00249,50,4.9,0.075254,-0.833763,1.989298,0.296967,0.076018,0.087148,-0.83097,2.022392,0.298386,0.088033,100.114661,-1.491979,1.495633,298.6087,101.131079
2024-05-21 17:54:50.299,B24-00250,50,4.9,0.064523,-0.939692,2.09152,0.262465,0.065178,0.047382,-0.590448,2.267165,0.208457,0.047863,86.668809,-1.551297,1.419797,244.55991,87.548718
2024-05-22 06:42:33.312,B24-00251,43,4.2,0.083788,-0.581403,2.101805,0.328212,0.084779,0.203823,-1.394983,1.593913,0.631582,0.206235,173.115305,-1.505969,1.44612,496.28454,175.164078
2024-05-22 19:30:15.625,B24-00252,29,2.8,0.075354,0.526104,2.571305,0.341086,0.076688,0.12852,-1.199175,2.003336,0.43617,0.130795,134.128436,-1.562843,1.466801,382.44252,136.502575
2024-05-23 08:17:56.538,B24-00253,16,1.5,0.057343,-1.142053,1.718058,0.192881,0.059224,0.055769,0.197071,2.144076,0.223557,0.057598,80.618619,-1.660186,1.381033,216.61928,83.262552
2024-05-23 21:05:36.152,B24-00254,6,0.5,0.08486,-0.586322,1.571249,0.25739,0.09296,0.188053,-0.773978,1.575775,0.561033,0.206002,60.650952,0.938016,1.88968,175.014632,66.43979
2024-05-24 09:53:14.765,B24-00255,50,4.9,0.043713,-0.63677,2.101716,0.173989,0.044157,0.053283,-0.053154,2.363771,0.241132,0.053824,81.542472,-1.601431,1.356066,221.00189,82.370336
2024-05-24 22:40:57.778,B24-00256,50,4.9,0.093077,-0.965342,2.072414,0.353427,0.094021,0.104954,-1.183114,1.901793,0.324317,0.10602,110.144415,-1.45237,1.53409,333.98025,111.262662
2024-05-25 11:28:40.791,B24-00257,50,4.9,0.084219,-0.888964,1.919047,0.295923,0.085074,0.061497,-0.459788,2.560286,0.254586,0.062121,91.456667,-1.499746,1.464948,266.28962,92.385185
2024-05-26 00:16:23.805,B24-00258,35,3.4,0.071984,1.254873,3.038758,0.349907,0.073035,0.185645,-1.290306,1.692855,0.6001,0.188355,166.337587,-1.503609,1.513243,481.8446,168.766002
2024-05-26 13:04:05.318,B24-00259,23,2.2,0.075778,-1.051716,2.048435,0.289327,0.077481,0.114972,-1.114921,1.867898,0.347512,0.117556,114.436358,-1.423665,1.586409,355.55271,117.008283
2024-05-27 01:51:45.631,B24-00260,9,0.8,0.03764,-0.333154,1.972588,0.119448,0.039923,0.048484,-0.77559,1.576174,0.149296,0.051425,40.358259,-0.690924,1.912998,118.57511,42.806398
2024-05-27 14:39:24.544,B24-00261,50,4.9,0.07819,-0.219565,2.214464,0.344084,0.078983,0.156595,-1.001879,2.128708,0.543197,0.158185,149.039246,-1.472734,1.522022,449.25946,150.552374
2024-05-28 03:27:07.558,B24-00262,50,4.9,0.040866,-0.311893,2.16464,0.175306,0.041281,0.051112,0.35785,2.551896,0.215212,0.051631,80.061188,-1.591999,1.363071,217.76047,80.874013
2024-05-28 16:14:50.571,B24-00263,38,3.7,0.071467,-0.364367,2.137529,0.290575,0.072427,0.157819,-1.338216,1.721382,0.518254,0.159937,139.669477,-1.395869,1.561031,423.20006,141.544319
2024-05-29 05:02:32.384,B24-00264,27,2.6,0.091388,0.22449,2.507558,0.374339,0.093129,0.139393,-0.79771,2.039538,0.435318,0.142049,137.360931,-1.538303,1.478241,396.18103,139.977565
2024-05-29 17:50:13.097,B24-00265,13,1.2,0.03956,0.014702,2.053388,0.152043,0.041175,0.045015,-1.249169,1.735562,0.137624,0.046854,84.089593,-1.762681,1.449953,218.61055,87.523223
2024-05-30 06:37:52.411,B24-00266,6,0.5,0.085964,0.387418,1.816527,0.256164,0.094169,0.22408,-1.599448,1.504662,0.639598,0.245467,133.184714,-1.400658,1.513619,381.09832,145.896544
2024-05-30 19:25:31.024,B24-00267,50,4.9,0.046068,0.087026,2.434898,0.206232,0.046535,0.05399,-0.329897,2.151692,0.220095,0.054538,81.37717,-1.598599,1.360556,220.59229,82.203355
2024-05-31 08:13:14.037,B24-00268,45,4.4,0.074823,-0.09777,2.645667,0.328461,0.075668,0.129559,-1.131825,2.082425,0.45899,0.131023,132.421391,-1.327948,1.65863,405.55768,133.917725
2024-05-31 21:00:56.550,B24-00269,32,3.1,0.086649,-0.512583,1.897048,0.320003,0.088035,0.188604,-1.252672,1.656872,0.624509,0.191622,180.344622,-1.545188,1.459733,521.71773,183.23032
2024-06-01 09:48:37.763,B24-00270,19,1.8,0.058932,-0.4934,2.003645,0.201657,0.060547,0.051762,-0.628585,2.222263,0.182822,0.05318,91.347362,-1.619356,1.478594,241.88497,93.850493
2024-06-01 22:36:17.677,B24-00271,21,2.0,0.080394,0.283991,2.259148,0.331561,0.08238,0.136337,-1.334329,1.797356,0.41931,0.139704,136.065104,-1.326988,1.619682,426.70518,139.425242
2024-06-03 00:11:36.603,B24-00273,9,0.8,0.051721,-0.930411,1.69718,0.166189,0.054858,0.100525,1.192772,2.169905,0.319856,0.106623,64.57169,-1.086704,1.749511,194.803862,68.48862
2024-06-03 12:59:15.516,B24-00274,8,0.7,0.458184,-1.464719,1.489367,1.348301,0.489819,0.399735,-1.232103,1.713552,1.133414,0.427335,51.151594,-1.712773,1.474048,141.859075,54.683354
2024-06-04 01:46:54.330,B24-00275,50,4.9,0.080323,-0.874474,1.952655,0.295207,0.081139,0.191223,-1.273879,1.636052,0.600122,0.193165,157.741048,-1.466671,1.518792,476.62168,159.342521
2024-06-04 14:34:37.343,B24-00276,50,4.9,0.066423,-0.371018,2.506513,0.295582,0.067097,0.129195,-1.274478,1.89644,0.440631,0.130507,137.592524,-1.453626,1.538973,418.55638,138.989438
2024-06-05 03:22:20.356,B24-00277,39,3.8,0.058758,-0.373625,2.103967,0.219538,0.059527,0.069144,-0.647391,2.158516,0.25731,0.070048,79.866127,-1.534246,1.506364,219.58819,80.910172
2024-06-05 16:10:02.269,B24-00278,26,2.5,0.077619,1.126267,2.641534,0.385398,0.079156,0.158854,-1.238187,1.768182,0.508411,0.161999,146.409159,-1.415247,1.694886,436.67619,149.308632
2024-06-06 04:57:42.883,B24-00279,15,1.4,0.079166,-0.947316,1.91728,0.25949,0.081945,0.13458,-1.128788,1.941888,0.414246,0.139304,141.64349,-1.703184,1.444179,396.12096,146.614941
2024-06-06 17:45:22.396,B24-00280,4,0.3,0.029618,-5.432262,1.175478,0.066065,0.034199,0.040726,3.858327,1.726091,0.097752,0.047026,28.150923,0.25368,1.540521,74.963105,32.505886
2024-06-07 06:33:00.809,B24-00281,50,4.9,0.088621,-0.178234,2.697581,0.400736,0.089521,0.200949,-1.273512,1.767141,0.640437,0.20299,163.025957,-1.468792,1.492922,486.30696,164.681086
2024-06-07 19:20:43.822,B24-00282,50,4.9,0.073163,1.021927,2.738569,0.390325,0.073906,0.159164,-1.26714,1.762956,0.523511,0.16078,147.054003,-1.459548,1.521459,446.23559,148.546975
2024-06-08 08:08:26.836,B24-00283,43,4.2,0.037062,-0.772514,2.118249,0.149681,0.037501,0.063713,-0.807579,2.139623,0.25563,0.064467,82.692542,-1.608412,1.396162,222.5019,83.671186
