MEAS_DT,SEG_ID,SESS_ID,EQP_CD,SEG_NO,T0_S,FS_HZ,N,VIB-MDE_RMS,VIB-MDE_KUR,VIB-MDE_CRF,VIB-MDE_1X,VIB-MDE_2X,VIB-MDE_3X,VIB-MDE_R21,VIB-MDE_NSY,VIB-MDE_HF,VIB-MNDE_RMS,VIB-MNDE_KUR,VIB-MNDE_CRF,VIB-MNDE_1X,VIB-MNDE_2X,VIB-MNDE_3X,VIB-MNDE_R21,VIB-MNDE_NSY,VIB-MNDE_HF,VIB-FDE_RMS,VIB-FDE_KUR,VIB-FDE_CRF,VIB-FDE_1X,VIB-FDE_2X,VIB-FDE_3X,VIB-FDE_R21,VIB-FDE_NSY,VIB-FDE_HF,VIB-FNDE_RMS,VIB-FNDE_KUR,VIB-FNDE_CRF,VIB-FNDE_1X,VIB-FNDE_2X,VIB-FNDE_3X,VIB-FNDE_R21,VIB-FNDE_NSY,VIB-FNDE_HF
2024-02-26 00:01:50.017,V24-SP2-02-055,V24-SP2-02,P1-SP2-EXF01,55,110.0176,1315.8,2632,1.081708,-0.671414,2.919739,0.190867,0.327607,0.015846,1.716413,0.255821,0.332711,1.593725,-0.984349,2.50024,0.721982,0.095335,0.011199,0.132047,0.196171,0.315763,0.914879,-0.820849,2.429869,0.232219,0.50531,0.018483,2.176008,0.07874,0.093493,1.610141,-1.177114,2.187045,0.995322,0.2451,0.027838,0.246252,0.059035,0.09999
2024-02-26 00:01:52.017,V24-SP2-02-056,V24-SP2-02,P1-SP2-EXF01,56,112.0179,1315.8,2632,1.141151,-0.659193,3.080943,0.20783,0.253569,0.017752,1.220078,0.277823,0.372979,1.60648,-0.960568,2.826717,0.72183,0.10249,0.00717,0.141986,0.211019,0.346762,0.884416,-0.892943,2.488573,0.215159,0.429579,0.020893,1.996562,0.12842,0.120459,1.611456,-1.220009,2.172493,1.009072,0.226593,0.036396,0.224556,0.066778,0.084659
2024-02-26 00:01:54.018,V24-SP2-02-057,V24-SP2-02,P1-SP2-EXF01,57,114.0182,1315.8,2632,1.081156,-0.662405,3.051208,0.176038,0.18769,0.006984,1.06619,0.261145,0.323992,1.618215,-0.901425,2.478436,0.796254,0.148853,0.008235,0.186942,0.187562,0.375108,0.88922,-0.793749,2.74336,0.224215,0.404221,0.01617,1.802826,0.118621,0.101047,1.592175,-1.216768,2.027948,0.996901,0.233722,0.023574,0.234449,0.06452,0.107796
2024-02-26 00:01:56.018,V24-SP2-02-058,V24-SP2-02,P1-SP2-EXF01,58,116.0186,1315.8,2632,1.108269,-0.599939,2.697721,0.18945,0.312877,0.008404,1.651504,0.280624,0.363867,1.625633,-1.001346,2.447299,0.839463,0.176528,0.011838,0.210286,0.170135,0.338008,0.912622,-0.875106,2.758608,0.223408,0.466911,0.022103,2.089946,0.093671,0.112579,1.600472,-1.228609,2.077093,0.990966,0.240943,0.029392,0.243139,0.047227,0.094948
2024-02-26 00:01:58.018,V24-SP2-02-059,V24-SP2-02,P1-SP2-EXF01,59,118.0189,1315.8,2632,1.069289,-0.516466,3.255502,0.23654,0.393991,0.002897,1.66564,0.267228,0.387564,1.610232,-1.026884,2.45265,0.793974,0.133803,0.004608,0.168523,0.189651,0.349204,0.921567,-0.81204,2.636618,0.22757,0.458098,0.019065,2.013,0.158522,0.119923,1.598395,-1.196537,2.034782,1.000091,0.257663,0.027816,0.25764,0.056725,0.087539
2024-02-26 00:02:00.019,V24-SP2-02-060,V24-SP2-02,P1-SP2-EXF01,60,120.0192,1315.8,2632,1.138939,-0.47851,3.103616,0.209961,0.409122,0.007914,1.948562,0.304648,0.425783,1.615113,-0.951485,2.485576,0.790153,0.127074,0.01292,0.160822,0.198728,0.397596,0.949106,-0.760454,2.546956,0.211579,0.458415,0.018432,2.166632,0.139776,0.093176,1.608741,-1.188765,2.05485,0.990752,0.260272,0.024826,0.262701,0.054838,0.110144
2024-02-26 00:02:02.019,V24-SP2-02-061,V24-SP2-02,P1-SP2-EXF01,61,122.0195,1315.8,2632,1.167644,-0.591815,3.122073,0.202951,0.258524,0.013043,1.273823,0.331956,0.391039,1.64574,-0.873661,2.924194,0.790253,0.160274,0.010647,0.202813,0.21771,0.467292,0.943832,-0.806343,2.427533,0.230261,0.539251,0.019313,2.34191,0.056759,0.102432,1.621965,-1.200731,2.000479,1.011842,0.266046,0.02718,0.262932,0.07096,0.110705
2024-02-26 00:02:04.019,V24-SP2-02-062,V24-SP2-02,P1-SP2-EXF01,62,124.0198,1315.8,2632,1.115769,-0.716641,2.956239,0.23391,0.495243,0.008085,2.117235,0.255303,0.369647,1.647619,-0.85731,2.722234,0.775062,0.142439,0.007569,0.183778,0.202971,0.41885,0.930687,-0.831805,2.541182,0.210521,0.46906,0.022727,2.228089,0.106552,0.103633,1.619892,-1.186724,2.131475,0.994975,0.288332,0.020531,0.289788,0.058187,0.086795
2024-02-26 00:02:06.020,V24-SP2-02-063,V24-SP2-02,P1-SP2-EXF01,63,126.0202,1315.8,2632,1.117514,-0.692418,2.762787,0.233283,0.405192,0.00472,1.736915,0.236176,0.336902,1.621671,-0.912974,2.512608,0.752338,0.106136,0.015323,0.141075,0.204309,0.415339,0.924667,-0.897123,2.425383,0.218892,0.476046,0.025321,2.1748,0.094179,0.110044,1.617185,-1.18922,2.243211,0.996514,0.285478,0.024063,0.286477,0.048806,0.096059
2024-02-26 00:02:08.020,V24-SP2-02-064,V24-SP2-02,P1-SP2-EXF01,64,128.0205,1315.8,2632,1.092548,-0.660254,3.298641,0.248073,0.465938,0.007025,1.878231,0.207174,0.322594,1.604482,-0.985464,2.416455,0.689646,0.113672,0.005953,0.164826,0.192069,0.352456,0.945748,-0.850845,2.384411,0.216503,0.494535,0.034064,2.284196,0.108644,0.111975,1.614338,-1.161878,2.09025,1.012424,0.28444,0.022357,0.280949,0.054465,0.116951
2024-02-26 00:02:10.020,V24-SP2-02-065,V24-SP2-02,P1-SP2-EXF01,65,130.0208,1315.8,2632,1.101018,-0.696942,3.277325,0.229328,0.384158,0.009837,1.675148,0.201998,0.30444,1.581333,-1.000968,2.258594,0.740262,0.104011,0.010809,0.140505,0.187088,0.319352,0.969517,-0.913295,2.452974,0.208831,0.46875,0.03334,2.244638,0.109586,0.107938,1.62148,-1.194839,2.051359,1.004299,0.274469,0.025057,0.273294,0.057012,0.097123
2024-02-26 00:02:12.021,V24-SP2-02-066,V24-SP2-02,P1-SP2-EXF01,66,132.0211,1315.8,2632,1.038472,-0.798136,2.69468,0.179982,0.185118,0.004475,1.028535,0.226903,0.253625,1.611299,-0.985235,2.793089,0.756623,0.121095,0.012107,0.160046,0.202329,0.35573,0.986459,-0.872783,2.426241,0.224703,0.468534,0.02987,2.085124,0.130435,0.102012,1.638264,-1.099238,2.193699,1.008105,0.299033,0.029051,0.296628,0.066207,0.132272
2024-02-26 00:02:14.021,V24-SP2-02-067,V24-SP2-02,P1-SP2-EXF01,67,134.0214,1315.8,2632,1.071699,-0.807157,2.646759,0.205105,0.316144,0.008366,1.541376,0.196695,0.26722,1.612494,-0.995759,2.294966,0.773657,0.137527,0.009509,0.177762,0.197108,0.393411,0.999014,-0.870252,2.456929,0.217429,0.481515,0.027801,2.214583,0.120274,0.088247,1.63078,-1.174286,2.107368,0.998802,0.273316,0.01572,0.273644,0.067524,0.092917
2024-02-26 00:02:16.021,V24-SP2-02-068,V24-SP2-02,P1-SP2-EXF01,68,136.0218,1315.8,2632,1.071876,-0.779089,2.66844,0.192842,0.22255,0.006356,1.154051,0.222946,0.291431,1.602792,-0.966998,2.689515,0.766475,0.10775,0.013991,0.140579,0.205581,0.388142,0.964579,-0.919203,2.391103,0.21717,0.454819,0.036301,2.094297,0.118014,0.100385,1.636537,-1.14143,2.116531,1.002602,0.290614,0.02136,0.28986,0.083602,0.104848
2024-04-08 00:00:00.000,V24-SP1-02-000,V24-SP1-02,P1-SP1-EXF01,0,0.0,1315.8,2632,0.781138,1.097624,4.164583,0.155259,0.264333,0.010973,1.702528,0.309694,0.339477,1.037285,-0.650534,3.072452,0.152541,0.047511,0.006496,0.311466,0.417827,0.418026,0.53979,-0.224976,3.10896,0.144259,0.021821,0.003857,0.151264,0.376696,0.123628,1.826778,-1.182218,2.056924,0.43393,0.069474,0.015643,0.160103,0.236948,0.124118
2024-04-08 00:00:02.000,V24-SP1-02-001,V24-SP1-02,P1-SP1-EXF01,1,2.0003,1315.8,2632,0.986587,-0.551987,2.853698,0.178284,0.164042,0.00893,0.92012,0.31396,0.364461,1.214762,-0.99778,2.604517,0.370512,0.044853,0.01928,0.121058,0.282469,0.331569,0.653617,-0.278027,2.91919,0.1596,0.075185,0.006756,0.471083,0.250529,0.143866,1.820024,-1.105695,2.167019,0.574493,0.062597,0.014902,0.10896,0.224067,0.123112
2024-04-08 00:00:04.000,V24-SP1-02-002,V24-SP1-02,P1-SP1-EXF01,2,4.0006,1315.8,2632,0.970915,-0.297588,3.418786,0.17332,0.139807,0.018695,0.806639,0.317456,0.390342,1.340322,-1.122425,2.212257,0.52738,0.030119,0.017772,0.057111,0.207743,0.301656,0.712973,-0.429,2.713495,0.192316,0.169678,0.009776,0.882287,0.240051,0.117824,1.748597,-1.102131,2.235043,0.860159,0.050606,0.012098,0.058834,0.079677,0.148112
2024-04-08 00:00:06.001,V24-SP1-02-003,V24-SP1-02,P1-SP1-EXF01,3,6.001,1315.8,2632,0.982708,-0.54997,2.893846,0.226883,0.332513,0.00983,1.465574,0.274586,0.403217,1.416872,-1.180756,2.312871,0.623394,0.056777,0.010669,0.091077,0.206636,0.288392,0.736876,-0.363935,3.116527,0.203398,0.173346,0.011822,0.85225,0.258496,0.138427,1.629694,-1.261399,2.006088,0.865726,0.087836,0.014971,0.10146,0.131162,0.139804
2024-04-08 00:00:08.001,V24-SP1-02-004,V24-SP1-02,P1-SP1-EXF01,4,8.0013,1315.8,2632,0.979195,-0.547417,2.709159,0.180206,0.173493,0.010768,0.962749,0.266304,0.324512,1.460924,-1.108482,2.228297,0.730578,0.085894,0.028936,0.11757,0.164982,0.31147,0.739152,-0.529176,3.071379,0.189472,0.327042,0.012068,1.726072,0.150668,0.128694,1.556852,-1.270173,1.99213,0.923049,0.081461,0.023632,0.088252,0.10715,0.142009
2024-04-08 00:00:10.001,V24-SP1-02-005,V24-SP1-02,P1-SP1-EXF01,5,10.0016,1315.8,2632,0.98893,-0.277128,3.036255,0.188473,0.15905,0.018364,0.843888,0.350264,0.439078,1.451071,-1.169907,2.183378,0.740975,0.065333,0.019107,0.088172,0.169577,0.285783,0.778305,-0.447946,2.868765,0.208409,0.265083,0.017817,1.271937,0.238314,0.123197,1.533124,-1.308653,2.07263,0.935165,0.05597,0.01613,0.059851,0.099687,0.113572
2024-04-08 00:00:12.001,V24-SP1-02-006,V24-SP1-02,P1-SP1-EXF01,6,12.0019,1315.8,2632,0.98048,-0.32682,3.454648,0.185717,0.16612,0.022588,0.894477,0.324644,0.413906,1.470415,-1.090497,2.66428,0.739503,0.083047,0.03225,0.112302,0.17829,0.317161,0.7807,-0.51346,2.892851,0.205004,0.232692,0.026498,1.135061,0.229853,0.11077,1.537298,-1.327746,2.131727,0.944242,0.059092,0.012097,0.062581,0.098674,0.142254
2024-04-08 00:00:14.002,V24-SP1-02-007,V24-SP1-02,P1-SP1-EXF01,7,14.0022,1315.8,2632,1.030594,-0.294556,3.294498,0.179863,0.16226,0.017201,0.902131,0.322612,0.424374,1.495498,-1.079467,2.640317,0.75219,0.0967,0.020252,0.128558,0.190449,0.356401,0.776729,-0.500075,2.575802,0.208209,0.232227,0.025601,1.115356,0.221231,0.117624,1.548707,-1.318231,2.111461,0.937894,0.050999,0.015904,0.054376,0.104993,0.154175
2024-04-08 00:00:16.002,V24-SP1-02-008,V24-SP1-02,P1-SP1-EXF01,8,16.0026,1315.8,2632,0.999175,-0.550076,3.068096,0.187777,0.159687,0.008397,0.850412,0.329916,0.39119,1.494987,-1.022883,2.46577,0.734631,0.068828,0.030539,0.09369,0.201318,0.375543,0.783478,-0.600082,2.854944,0.204177,0.24323,0.01314,1.191271,0.211997,0.127785,1.54615,-1.328735,2.047966,0.941711,0.044868,0.015737,0.047645,0.110081,0.160171
2024-04-08 00:00:18.002,V24-SP1-02-009,V24-SP1-02,P1-SP1-EXF01,9,18.0029,1315.8,2632,0.999464,-0.551678,2.895516,0.185371,0.184954,0.012679,0.997752,0.29891,0.396432,1.531875,-1.060888,2.486687,0.760402,0.087179,0.012304,0.114648,0.214142,0.443901,0.80151,-0.51052,3.161061,0.190662,0.340654,0.010121,1.786694,0.159216,0.12797,1.549782,-1.375375,2.090426,0.922441,0.043429,0.025606,0.047081,0.108817,0.139794
2024-04-08 00:00:20.003,V24-SP1-02-010,V24-SP1-02,P1-SP1-EXF01,10,20.0032,1315.8,2632,0.996252,-0.651344,2.767695,0.184686,0.174736,0.015008,0.946123,0.28351,0.360961,1.505692,-1.014564,2.479199,0.767693,0.081087,0.023209,0.105624,0.191269,0.355184,0.82722,-0.550223,3.055539,0.217809,0.389722,0.012477,1.789282,0.134242,0.125468,1.545354,-1.368718,1.947059,0.919088,0.049551,0.023713,0.053913,0.121171,0.141786
2024-04-08 00:00:22.003,V24-SP1-02-011,V24-SP1-02,P1-SP1-EXF01,11,22.0035,1315.8,2632,0.955628,-0.537128,3.01051,0.196985,0.292272,0.016806,1.483725,0.248968,0.334378,1.498003,-0.991732,2.51235,0.737523,0.069909,0.019384,0.094789,0.201679,0.395996,0.809089,-0.660736,2.528373,0.211046,0.347659,0.016711,1.647314,0.190032,0.116241,1.548466,-1.361436,1.945946,0.84703,0.065403,0.029737,0.077215,0.062581,0.147936
2024-04-08 00:00:24.003,V24-SP1-02-012,V24-SP1-02,P1-SP1-EXF01,12,24.0038,1315.8,2632,0.989399,-0.499709,2.973369,0.186991,0.169607,0.021804,0.90703,0.302689,0.387073,1.489025,-1.048607,2.499664,0.716359,0.081934,0.021038,0.114375,0.202818,0.352213,0.822723,-0.629437,2.688903,0.216531,0.334882,0.010987,1.546578,0.205959,0.116107,1.543253,-1.398367,1.915003,0.946966,0.056676,0.029604,0.05985,0.098865,0.125919
2024-04-08 00:00:26.004,V24-SP1-02-013,V24-SP1-02,P1-SP1-EXF01,13,26.0042,1315.8,2632,0.995461,-0.692995,2.85829,0.175742,0.159122,0.008485,0.905425,0.298236,0.335783,1.485042,-1.019111,2.524918,0.709935,0.07416,0.027409,0.10446,0.196434,0.378367,0.853501,-0.619841,2.794624,0.209788,0.348616,0.020407,1.661758,0.186294,0.110431,1.545598,-1.36272,1.882825,0.947449,0.073101,0.022533,0.077155,0.095141,0.126736
2024-04-08 00:00:28.004,V24-SP1-02-014,V24-SP1-02,P1-SP1-EXF01,14,28.0045,1315.8,2632,0.956293,-0.44001,3.013966,0.181952,0.128547,0.013942,0.70649,0.263788,0.310586,1.490263,-1.042828,2.413821,0.712594,0.066431,0.021573,0.093224,0.178282,0.323292,0.841694,-0.600914,2.618517,0.203529,0.438627,0.02215,2.155102,0.113416,0.118002,1.546408,-1.363843,2.018636,0.95937,0.108289,0.026622,0.112875,0.08917,0.135038
2024-04-08 00:00:30.004,V24-SP1-02-015,V24-SP1-02,P1-SP1-EXF01,15,30.0048,1315.8,2632,1.030469,-0.575079,2.877574,0.229949,0.35247,0.013535,1.532821,0.23565,0.386245,1.503661,-1.066206,2.617752,0.70889,0.077009,0.010588,0.108634,0.211994,0.351189,0.83504,-0.563285,2.612628,0.196226,0.266077,0.010282,1.355973,0.214249,0.119149,1.550099,-1.338554,1.973021,0.960038,0.092904,0.021489,0.096771,0.099207,0.12856
2024-04-08 00:00:32.005,V24-SP1-02-016,V24-SP1-02,P1-SP1-EXF01,16,32.0051,1315.8,2632,1.018812,-0.482745,2.96446,0.184628,0.17448,0.006798,0.945034,0.292379,0.383334,1.486625,-1.044577,2.807479,0.720288,0.100881,0.024681,0.140056,0.175488,0.301253,0.867748,-0.686009,2.502473,0.205717,0.329372,0.012308,1.601096,0.19181,0.116964,1.556054,-1.325175,2.264612,0.964422,0.100293,0.023528,0.103993,0.092544,0.134613
2024-04-08 00:00:34.005,V24-SP1-02-017,V24-SP1-02,P1-SP1-EXF01,17,34.0054,1315.8,2632,1.035687,-0.462651,2.923083,0.179175,0.17373,0.011465,0.969609,0.329627,0.383858,1.504991,-1.00396,2.762035,0.728138,0.079503,0.023626,0.109187,0.185463,0.352873,0.890925,-0.619191,2.973878,0.208061,0.338226,0.018153,1.625608,0.217027,0.13538,1.545139,-1.335764,2.040629,0.96975,0.106061,0.01695,0.109369,0.087033,0.113477
2024-04-08 00:00:36.005,V24-SP1-02-018,V24-SP1-02,P1-SP1-EXF01,18,36.0058,1315.8,2632,0.990561,-0.513324,2.992118,0.201643,0.249014,0.019435,1.234927,0.237259,0.323599,1.519226,-0.986154,2.744609,0.735934,0.113092,0.015682,0.153672,0.19552,0.360033,0.905229,-0.635541,2.684025,0.214032,0.356803,0.036031,1.667055,0.203109,0.140873,1.552531,-1.338442,1.93629,0.977523,0.123767,0.012569,0.126613,0.078865,0.126434
2024-04-08 00:00:38.006,V24-SP1-02-019,V24-SP1-02,P1-SP1-EXF01,19,38.0061,1315.8,2632,1.041937,-0.458962,3.082305,0.177957,0.149288,0.012433,0.838897,0.313891,0.40334,1.486168,-1.043206,2.366473,0.70558,0.070146,0.021992,0.099417,0.196072,0.357395,0.917092,-0.64158,2.700966,0.209991,0.374918,0.026605,1.785401,0.214823,0.142796,1.551296,-1.330521,2.044569,0.967279,0.122844,0.01502,0.126999,0.090558,0.112236
2024-04-08 00:00:40.006,V24-SP1-02-020,V24-SP1-02,P1-SP1-EXF01,20,40.0064,1315.8,2632,1.02641,-0.275841,3.131758,0.177239,0.127089,0.020791,0.717047,0.333039,0.445417,1.490471,-1.041536,2.484481,0.695884,0.077293,0.01246,0.111072,0.208642,0.353312,0.96651,-0.692067,2.53778,0.206164,0.406848,0.024184,1.973418,0.201676,0.151235,1.551682,-1.357196,1.964747,0.968402,0.098896,0.012544,0.102122,0.089596,0.128506
2024-04-08 00:00:42.006,V24-SP1-02-021,V24-SP1-02,P1-SP1-EXF01,21,42.0067,1315.8,2632,1.025202,-0.314902,3.684172,0.181519,0.157108,0.010905,0.865517,0.325734,0.416687,1.514451,-0.976554,2.911438,0.709515,0.071304,0.023567,0.100496,0.194774,0.355755,0.943482,-0.673869,2.608947,0.211854,0.358519,0.02944,1.692294,0.20031,0.11923,1.552448,-1.352002,2.052364,0.968937,0.104106,0.015616,0.107444,0.089405,0.104135
2024-04-08 00:00:44.007,V24-SP1-02-022,V24-SP1-02,P1-SP1-EXF01,22,44.007,1315.8,2632,1.035398,-0.668714,3.140948,0.183234,0.165498,0.010698,0.903206,0.297371,0.398952,1.530179,-0.924702,2.914989,0.711277,0.087774,0.005422,0.123403,0.223299,0.41698,0.931608,-0.635892,2.938388,0.208676,0.337265,0.031978,1.616215,0.188576,0.131684,1.55449,-1.330235,1.940153,0.954467,0.110578,0.025384,0.115854,0.097402,0.108736
2024-04-08 00:00:46.007,V24-SP1-02-023,V24-SP1-02,P1-SP1-EXF01,23,46.0074,1315.8,2632,0.994852,-0.573693,2.629289,0.183436,0.174285,0.018449,0.950113,0.281664,0.346507,1.490385,-0.964226,2.520342,0.697432,0.072569,0.017743,0.104052,0.186492,0.338816,0.896113,-0.685975,2.486909,0.193555,0.45854,0.021852,2.369044,0.127228,0.14531,1.564214,-1.337319,2.082269,0.939343,0.077786,0.019529,0.082809,0.103672,0.137891
2024-04-08 00:00:48.007,V24-SP1-02-024,V24-SP1-02,P1-SP1-EXF01,24,48.0077,1315.8,2632,1.057123,-0.520557,3.165258,0.187378,0.186956,0.010321,0.997749,0.326685,0.416706,1.493164,-1.052517,2.52499,0.673268,0.081968,0.0211,0.121746,0.183186,0.296546,0.895523,-0.679898,2.501525,0.19215,0.288822,0.021625,1.503107,0.204703,0.117469,1.552999,-1.360223,1.954366,0.964272,0.097382,0.019992,0.10099,0.094818,0.110656
2024-04-08 00:00:50.008,V24-SP1-02-025,V24-SP1-02,P1-SP1-EXF01,25,50.008,1315.8,2632,1.011926,-0.516234,2.988396,0.190439,0.192317,0.017028,1.009861,0.309241,0.362762,1.513142,-0.898197,2.724443,0.671356,0.086548,0.010797,0.128915,0.213252,0.387079,0.903449,-0.725069,2.65243,0.198115,0.363699,0.023809,1.835793,0.191298,0.103595,1.555075,-1.351849,1.986177,0.942035,0.088826,0.01087,0.094292,0.091368,0.109646
2024-04-08 00:00:52.008,V24-SP1-02-026,V24-SP1-02,P1-SP1-EXF01,26,52.0083,1315.8,2632,0.9987,-0.433076,3.132595,0.182994,0.173296,0.019472,0.947004,0.285063,0.344628,1.499372,-1.057911,2.326719,0.682281,0.078423,0.020321,0.114943,0.21424,0.377947,0.914072,-0.764728,2.461639,0.210559,0.335876,0.022851,1.595165,0.206953,0.137114,1.563933,-1.329063,1.916108,0.945132,0.083447,0.016231,0.088291,0.10449,0.127838
2024-04-08 00:00:54.008,V24-SP1-02-027,V24-SP1-02,P1-SP1-EXF01,27,54.0086,1315.8,2632,1.067827,-0.577975,3.057215,0.1876,0.230903,0.008938,1.230831,0.325265,0.437079,1.499583,-1.014606,2.483963,0.696051,0.082627,0.022376,0.118708,0.194939,0.352643,0.908044,-0.705689,2.829214,0.217771,0.361476,0.028926,1.659891,0.188744,0.111501,1.565812,-1.346493,1.997596,0.944942,0.099527,0.011018,0.105326,0.102873,0.137804
2024-04-08 00:00:56.009,V24-SP1-02-028,V24-SP1-02,P1-SP1-EXF01,28,56.009,1315.8,2632,1.038723,-0.611745,3.129467,0.19287,0.172435,0.019538,0.894046,0.345904,0.423552,1.526714,-0.916969,2.64239,0.695744,0.105327,0.023157,0.151387,0.222688,0.408792,0.908395,-0.87281,2.415052,0.213767,0.35745,0.020366,1.672149,0.185685,0.109217,1.55825,-1.353612,2.011143,0.948589,0.093867,0.025565,0.098955,0.098261,0.117024
2024-04-08 00:00:58.009,V24-SP1-02-029,V24-SP1-02,P1-SP1-EXF01,29,58.0093,1315.8,2632,1.026686,-0.554284,2.885785,0.197344,0.189338,0.009816,0.959435,0.301502,0.348308,1.530558,-0.916167,2.637241,0.689395,0.102972,0.011112,0.149366,0.220003,0.42108,0.887727,-0.76739,2.622669,0.206345,0.305668,0.009046,1.481346,0.187836,0.107136,1.557929,-1.314111,2.062373,0.966426,0.100138,0.016236,0.103617,0.08957,0.11122
2024-04-08 00:01:00.009,V24-SP1-02-030,V24-SP1-02,P1-SP1-EXF01,30,60.0096,1315.8,2632,1.066254,-0.383622,2.979924,0.219274,0.346077,0.017192,1.578288,0.329392,0.495856,1.464056,-1.077589,2.327874,0.676955,0.053382,0.020254,0.078856,0.185622,0.309196,0.888496,-0.719014,2.747351,0.19373,0.329729,0.013412,1.702005,0.170495,0.143059,1.554612,-1.323945,2.155527,0.98005,0.123585,0.024618,0.126101,0.07383,0.096509
2024-04-08 00:01:02.009,V24-SP1-02-031,V24-SP1-02,P1-SP1-EXF01,31,62.0099,1315.8,2632,1.025837,-0.632379,2.972285,0.189502,0.176404,0.008043,0.930881,0.291015,0.369619,1.478894,-1.022582,2.693095,0.669319,0.062197,0.01392,0.092925,0.224882,0.38494,0.911196,-0.77215,2.653697,0.210149,0.436885,0.021629,2.078929,0.162574,0.103612,1.553801,-1.334846,2.059836,0.980286,0.110661,0.017081,0.112886,0.085926,0.110803
2024-04-08 00:01:04.010,V24-SP1-02-032,V24-SP1-02,P1-SP1-EXF01,32,64.0102,1315.8,2632,1.020034,-0.667306,2.770337,0.187032,0.186987,0.006274,0.999758,0.282388,0.355766,1.490245,-1.03775,2.645209,0.678177,0.035133,0.017175,0.051805,0.2231,0.423843,0.893443,-0.715377,2.740324,0.202651,0.383696,0.018194,1.893384,0.140732,0.11189,1.564635,-1.295603,2.065418,0.977102,0.102457,0.022803,0.104858,0.088708,0.145862
2024-04-08 00:01:06.010,V24-SP1-02-033,V24-SP1-02,P1-SP1-EXF01,33,66.0106,1315.8,2632,1.029468,-0.4975,3.034882,0.178425,0.145748,0.013774,0.816858,0.316637,0.4093,1.506176,-0.968372,2.532116,0.681887,0.077921,0.024767,0.114272,0.219308,0.383023,0.859744,-0.724329,2.685522,0.196202,0.297909,0.012235,1.518378,0.213181,0.1207,1.565387,-1.283218,2.127397,0.96385,0.124847,0.010637,0.12953,0.099015,0.136439
2024-04-08 00:01:08.010,V24-SP1-02-034,V24-SP1-02,P1-SP1-EXF01,34,68.0109,1315.8,2632,0.982926,-0.427273,3.028695,0.225113,0.363239,0.025121,1.613584,0.20885,0.331928,1.520523,-0.984008,2.560271,0.683263,0.061644,0.020273,0.09022,0.224675,0.442631,0.870405,-0.769078,2.492662,0.196895,0.294693,0.027904,1.496707,0.212263,0.134865,1.568156,-1.339461,2.002108,0.951798,0.077566,0.018999,0.081494,0.102576,0.140548
2024-04-08 00:01:10.011,V24-SP1-02-035,V24-SP1-02,P1-SP1-EXF01,35,70.0112,1315.8,2632,1.028285,-0.6477,2.889739,0.185108,0.155066,0.005833,0.837704,0.281447,0.397843,1.505362,-1.029896,2.574875,0.687215,0.064182,0.030472,0.093395,0.212522,0.425195,0.867085,-0.792517,2.560834,0.208955,0.374341,0.026251,1.791487,0.192212,0.116695,1.566747,-1.339759,1.954951,0.945311,0.079971,0.024527,0.084597,0.102001,0.104812
2024-04-08 00:01:12.011,V24-SP1-02-036,V24-SP1-02,P1-SP1-EXF01,36,72.0115,1315.8,2632,1.001028,-0.602968,2.894494,0.174076,0.150331,0.014267,0.863596,0.276113,0.351385,1.562616,-0.916389,2.45444,0.691055,0.092006,0.008645,0.133139,0.252686,0.474213,0.865132,-0.718281,2.564428,0.206696,0.312472,0.009392,1.511742,0.210315,0.124827,1.57495,-1.283188,2.131828,0.945214,0.179798,0.024699,0.19022,0.039197,0.126945
2024-04-08 00:01:14.011,V24-SP1-02-037,V24-SP1-02,P1-SP1-EXF01,37,74.0118,1315.8,2632,0.951859,-0.649672,2.706926,0.179483,0.157795,0.026099,0.879167,0.223379,0.292238,1.558773,-0.854312,2.70794,0.69355,0.096792,0.014173,0.13956,0.236881,0.485143,0.858603,-0.74089,2.568299,0.191747,0.409259,0.025025,2.13437,0.134148,0.121996,1.570409,-1.269016,2.040383,0.979785,0.155877,0.01972,0.159093,0.082297,0.125345
2024-04-08 00:01:16.012,V24-SP1-02-038,V24-SP1-02,P1-SP1-EXF01,38,76.0122,1315.8,2632,0.969976,-0.738965,2.702386,0.178215,0.16951,0.005675,0.951157,0.232065,0.254951,1.49974,-0.998682,2.626321,0.67575,0.056799,0.028142,0.084054,0.229324,0.41361,0.833414,-0.780811,2.758842,0.213825,0.416763,0.010873,1.949087,0.096549,0.106264,1.576842,-1.275907,2.046941,0.986749,0.145206,0.025342,0.147156,0.089682,0.137804
2024-04-08 00:01:18.012,V24-SP1-02-039,V24-SP1-02,P1-SP1-EXF01,39,78.0125,1315.8,2632,0.978134,-0.717858,2.723098,0.188544,0.19123,0.007697,1.014246,0.2716,0.333058,1.536057,-0.94495,2.553237,0.675788,0.081442,0.008691,0.120514,0.228905,0.43521,0.810092,-0.695479,2.642821,0.190584,0.232122,0.013407,1.21795,0.224799,0.114433,1.571006,-1.264428,2.006165,0.971858,0.151676,0.024142,0.156068,0.086541,0.123289
