MEAS_DT,BURST_ID,EQP_CD,N,VIB-AGT_RMS,VIB-AGT_STD,VIB-AGT_PTP,VIB-AGT_ABSMAX,VIB-AGT_P95,VIB-AGT_KUR,VIB-AGT_SKW,VIB-AGT_CRF
2024-07-27 21:06:30.361,A24-0187,P1-SP1-AGT01,1024,0.177523,0.0509,0.296094,0.358594,0.278906,0.912985,-1.242998,2.019987
2024-07-28 20:57:49.879,A24-0188,P1-SP2-AGT01,1024,2.775113,2.773775,14.516406,7.278125,5.536289,-0.413036,-0.025833,2.622641
2024-07-29 20:49:09.398,A24-0189,P1-SP1-AGT01,1024,2.715344,2.713451,14.396875,7.238281,5.092031,-0.468378,-0.047745,2.665696
2024-07-30 20:40:28.916,A24-0190,P1-SP2-AGT01,1024,2.663973,2.662075,14.264062,7.132031,4.850977,-0.446572,-0.030074,2.677216
2024-07-31 20:31:48.434,A24-0191,P1-SP1-AGT01,1024,2.675817,2.672519,14.689062,7.424219,4.955234,-0.416074,-0.117796,2.774561
2024-08-01 20:23:07.952,A24-0192,P1-SP2-AGT01,1024,2.855545,2.852762,14.264062,7.225,5.416758,-0.532606,-0.082601,2.530165
2024-08-02 20:14:27.470,A24-0193,P1-SP1-AGT01,1024,2.868551,2.865381,14.317187,7.238281,5.523008,-0.510431,-0.080808,2.523324
2024-08-03 20:05:46.988,A24-0194,P1-SP2-AGT01,1024,2.689635,2.686093,14.357031,7.198437,4.894805,-0.51345,-0.058152,2.676363
2024-08-04 19:57:06.506,A24-0195,P1-SP1-AGT01,1024,2.97647,2.9753,15.9125,8.060156,5.80168,-0.336257,-0.075252,2.707958
2024-08-05 19:48:26.024,A24-0196,P1-SP2-AGT01,1024,2.701458,2.697084,15.660156,7.941406,5.176016,-0.024632,-0.071903,2.939674
2024-08-06 19:39:45.542,A24-0197,P1-SP1-AGT01,1024,2.820989,2.81938,15.689844,7.985937,5.547109,-0.13464,-0.02256,2.8309
2024-08-07 19:31:05.060,A24-0198,P1-SP2-AGT01,1024,2.913939,2.909565,15.927344,8.015625,5.78832,-0.285398,-0.082778,2.750787
2024-08-08 19:22:24.578,A24-0199,P1-SP1-AGT01,1024,2.859371,2.856644,15.764062,7.985937,5.507031,-0.352166,-0.085965,2.7929
2024-08-09 19:13:44.096,A24-0200,P1-SP2-AGT01,1024,2.807513,2.801639,16.120313,8.164062,5.394219,-0.123207,-0.148111,2.907934
2024-08-10 19:05:03.614,A24-0201,P1-SP1-AGT01,1024,2.954071,2.95194,15.882812,7.95625,6.057734,-0.101788,-0.022982,2.693317
2024-08-11 18:56:23.132,A24-0202,P1-SP2-AGT01,1024,2.885377,2.883188,16.120312,8.178906,5.386055,-0.235783,-0.083521,2.834605
2024-08-13 18:39:02.169,A24-0204,P1-SP2-AGT01,1024,0.179088,0.048722,0.251563,0.345313,0.278906,0.825413,-1.321392,1.928176
2024-08-14 18:30:21.687,A24-0205,P1-SP1-AGT01,1024,2.850461,2.848454,15.689844,7.926562,5.749727,-0.166495,-0.066461,2.7808
2024-08-15 18:21:41.205,A24-0206,P1-SP2-AGT01,1024,2.912752,2.909314,16.060938,8.089844,5.848437,-0.203232,-0.074368,2.777389
2024-08-16 18:13:00.723,A24-0207,P1-SP1-AGT01,1024,2.900105,2.896953,15.704687,7.882031,5.68293,-0.244132,-0.006579,2.717844
2024-08-17 18:04:20.241,A24-0208,P1-SP2-AGT01,1024,2.825391,2.823558,15.867969,7.971094,5.44543,-0.089782,-0.041613,2.821236
2024-08-18 17:55:39.759,A24-0209,P1-SP1-AGT01,1024,2.894924,2.8921,16.090625,8.104687,5.727461,-0.219795,-0.065644,2.79962
2024-08-19 17:46:59.277,A24-0210,P1-SP2-AGT01,1024,2.699603,2.69802,15.867969,8.015625,5.131484,0.023072,-0.018673,2.969187
2024-08-20 17:38:18.795,A24-0211,P1-SP1-AGT01,1024,3.08026,3.077702,15.986719,8.015625,6.143086,-0.31436,-0.009858,2.602256
2024-08-21 17:29:38.313,A24-0212,P1-SP2-AGT01,1024,2.958509,2.95414,16.105469,8.104687,5.878125,-0.208918,-0.055451,2.73945
2024-08-22 17:20:57.831,A24-0213,P1-SP1-AGT01,1024,2.89498,2.893823,15.719531,8.000781,5.668086,-0.162723,-0.014328,2.763674
2024-08-23 17:12:17.349,A24-0214,P1-SP2-AGT01,1024,2.97955,2.976489,15.853125,7.926562,6.072578,-0.240877,-0.113787,2.660322
2024-08-24 17:03:36.867,A24-0215,P1-SP1-AGT01,1024,2.870445,2.867696,16.135156,8.104687,5.610195,-0.085379,-0.062667,2.823495
2024-08-25 16:54:56.385,A24-0216,P1-SP2-AGT01,1024,2.912008,2.908226,16.001562,8.045312,6.05625,-0.103301,-0.075775,2.762806
2024-08-26 16:46:15.904,A24-0217,P1-SP1-AGT01,1024,2.9141,2.910223,15.764062,7.911719,5.578281,-0.335741,-0.004549,2.714978
2024-08-27 16:37:35.422,A24-0218,P1-SP2-AGT01,1024,2.899796,2.895429,16.669531,8.475781,5.829141,0.015575,-0.096032,2.922889
2024-08-28 16:28:54.940,A24-0219,P1-SP1-AGT01,1024,2.879723,2.877988,16.075781,8.178906,5.767539,-0.026125,0.010882,2.840171
2024-08-29 16:20:14.458,A24-0220,P1-SP2-AGT01,1024,2.676037,2.670914,16.164844,8.238281,5.014961,-0.100449,-0.15614,3.078538
2024-08-30 16:11:33.976,A24-0221,P1-SP1-AGT01,1024,0.175619,0.045635,0.246094,0.332031,0.265625,0.533392,-1.311134,1.890633
2024-08-31 16:02:53.494,A24-0222,P1-SP2-AGT01,1024,2.786172,2.783967,15.942187,8.060156,5.43875,0.001502,-0.071401,2.892914
2024-09-01 15:54:13.012,A24-0223,P1-SP1-AGT01,1024,2.853079,2.851762,15.79375,7.971094,5.605742,-0.153594,-0.014217,2.793857
2024-09-02 15:45:32.530,A24-0224,P1-SP2-AGT01,1024,2.817177,2.813514,15.986719,8.119531,5.57457,-0.135881,-0.135418,2.882152
2024-09-03 15:36:52.048,A24-0225,P1-SP1-AGT01,1024,2.789133,2.787878,16.03125,8.075,5.515195,-0.185974,-0.087793,2.895165
2024-09-05 15:19:31.084,A24-0227,P1-SP1-AGT01,1024,2.75874,2.757921,15.719531,7.896875,5.58125,-0.116708,0.044221,2.862494
2024-09-06 15:10:50.602,A24-0228,P1-SP2-AGT01,1024,2.708718,2.707793,15.897656,8.045312,5.135195,-0.148101,-0.10933,2.970155
2024-09-07 15:02:10.120,A24-0229,P1-SP1-AGT01,1024,2.756411,2.750919,15.897656,8.000781,5.553047,-0.020333,-0.108016,2.902609
2024-09-08 14:53:29.638,A24-0230,P1-SP2-AGT01,1024,2.776624,2.772632,16.26875,8.178906,5.267305,-0.192546,-0.048458,2.94563
2024-09-09 14:44:49.157,A24-0231,P1-SP1-AGT01,1024,2.808284,2.803489,16.090625,8.3125,5.621328,-0.12,-0.053828,2.959992
2024-09-10 14:36:08.675,A24-0232,P1-SP2-AGT01,1024,2.848602,2.846825,16.179688,8.178906,5.729687,-0.038176,-0.02293,2.8712
2024-09-11 14:27:28.193,A24-0233,P1-SP1-AGT01,1024,2.879305,2.877622,16.135156,8.149219,5.655469,-0.146975,-0.023926,2.830273
2024-09-12 14:18:47.711,A24-0234,P1-SP2-AGT01,1024,2.753422,2.750364,15.986719,8.015625,5.076562,-0.170876,0.005559,2.911151
2024-09-13 14:10:07.229,A24-0235,P1-SP1-AGT01,1024,2.780047,2.775477,16.224219,8.119531,5.485508,-0.025142,-0.17338,2.920645
2024-09-14 14:01:26.747,A24-0236,P1-SP2-AGT01,1024,2.805372,2.803532,16.313281,8.178906,5.651016,0.056903,-0.119056,2.915445
2024-09-15 13:52:46.265,A24-0237,P1-SP1-AGT01,1024,0.172942,0.043689,0.198437,0.292187,0.265625,0.329392,-1.325364,1.689514
2024-09-16 13:44:05.783,A24-0238,P1-SP2-AGT01,1024,2.739946,2.734476,16.209375,8.119531,5.536719,0.050548,-0.182488,2.963391
2024-09-17 13:35:25.301,A24-0239,P1-SP1-AGT01,1024,2.851072,2.849843,15.927344,8.015625,5.729687,-0.041309,-0.05669,2.811443
2024-09-18 13:26:44.819,A24-0240,P1-SP2-AGT01,1024,2.65558,2.653838,16.001562,8.134375,5.296992,0.127773,-0.026446,3.063126
2024-09-19 13:18:04.337,A24-0241,P1-SP1-AGT01,1024,2.720797,2.718228,15.882812,8.000781,5.239844,-0.129414,-0.142478,2.940602
2024-09-20 13:09:23.855,A24-0242,P1-SP2-AGT01,1024,2.752161,2.749461,15.689844,7.896875,5.314063,-0.104485,-0.150424,2.869337
2024-09-21 13:00:43.373,A24-0243,P1-SP1-AGT01,1024,2.749897,2.74819,15.823438,7.95625,5.492188,0.051265,-0.0192,2.89329
2024-09-22 12:52:02.891,A24-0244,P1-SP2-AGT01,1024,2.784075,2.779761,16.105469,8.149219,5.707422,-0.013608,0.060773,2.927083
2024-09-23 12:43:22.410,A24-0245,P1-SP1-AGT01,1024,2.67883,2.675959,16.224219,8.134375,5.150781,0.056454,-0.008292,3.036541
2024-09-24 12:34:41.928,A24-0246,P1-SP2-AGT01,1024,2.618715,2.613715,16.046094,8.075,5.08918,-0.147474,-0.062422,3.083573
2024-09-25 12:26:01.446,A24-0247,P1-SP1-AGT01,1024,2.671335,2.666526,15.55625,7.852344,5.118867,-0.001303,-0.171792,2.939483
2024-09-26 12:17:20.964,A24-0248,P1-SP2-AGT01,1024,2.636157,2.630606,15.660156,7.852344,5.091406,-0.09342,-0.138677,2.978708
2024-09-27 12:08:40.482,A24-0249,P1-SP1-AGT01,1024,2.574729,2.569833,15.571094,7.867188,5.044648,0.150866,-0.08765,3.055541
2024-09-29 11:51:19.518,A24-0251,P1-SP1-AGT01,1024,2.533896,2.5314,16.15,8.505469,4.97043,0.202207,-0.099925,3.356677
2024-09-30 11:42:39.036,A24-0252,P1-SP2-AGT01,1024,2.539283,2.536718,15.675,7.971094,5.121094,0.184979,-0.083022,3.139112
2024-10-01 11:33:58.554,A24-0253,P1-SP1-AGT01,1024,2.505421,2.50159,15.496875,7.896875,4.819766,0.043799,-0.069329,3.151916
2024-10-02 11:25:18.072,A24-0254,P1-SP2-AGT01,1024,0.173716,0.043399,0.182812,0.292187,0.265625,0.452125,-1.355868,1.681984
2024-10-03 11:16:37.590,A24-0255,P1-SP1-AGT01,1024,2.467874,2.464842,16.105469,8.149219,4.520664,0.329628,-0.093319,3.302121
2024-10-04 11:07:57.108,A24-0256,P1-SP2-AGT01,1024,2.485731,2.481887,15.689844,7.926562,4.646094,0.157446,-0.121949,3.188826
2024-10-05 10:59:16.626,A24-0257,P1-SP1-AGT01,1024,2.429923,2.427382,16.046094,8.208594,4.720313,0.449238,-0.041288,3.37813
2024-10-06 10:50:36.145,A24-0258,P1-SP2-AGT01,1024,2.474523,2.471126,15.749219,7.896875,4.787852,0.247318,-0.12445,3.191272
2024-10-07 10:41:55.663,A24-0259,P1-SP1-AGT01,1024,2.440994,2.435952,15.452344,7.822656,4.762617,0.284079,-0.190414,3.204701
2024-10-08 10:33:15.181,A24-0260,P1-SP2-AGT01,1024,2.461489,2.459095,16.016406,8.089844,4.911055,0.56984,0.032662,3.286565
2024-10-09 10:24:34.699,A24-0261,P1-SP1-AGT01,1024,2.357609,2.353308,14.235156,7.540625,4.342344,-0.055533,-0.144728,3.198421
2024-10-10 10:15:54.217,A24-0262,P1-SP2-AGT01,1024,2.338034,2.334813,15.585938,7.941406,4.480586,0.170638,-0.077714,3.396617
2024-10-11 10:07:13.735,A24-0263,P1-SP1-AGT01,1024,2.30408,2.300718,15.571094,7.95625,4.401914,0.382133,-0.157058,3.453113
2024-10-12 09:58:33.253,A24-0264,P1-SP2-AGT01,1024,2.354463,2.352137,16.060937,8.104687,4.622344,0.671388,-0.035868,3.442265
2024-10-13 09:49:52.771,A24-0265,P1-SP1-AGT01,1024,2.379305,2.374153,16.328125,8.297656,4.406367,0.588144,-0.155692,3.487428
2024-10-20 09:32:31.807,A24-0267,P1-SP1-AGT01,1024,2.312056,2.308252,15.734375,7.971094,4.507305,0.361049,-0.08596,3.447622
2024-10-22 09:15:10.843,A24-0269,P1-SP1-AGT01,1024,2.189408,2.187247,15.31875,8.060156,4.160664,0.288073,-0.161941,3.681432
2024-10-23 09:06:30.361,A24-0270,P1-SP2-AGT01,1024,0.173214,0.044796,0.209375,0.31875,0.265625,0.579164,-1.392439,1.840205
2024-10-24 08:57:49.879,A24-0271,P1-SP1-AGT01,1024,2.354426,2.349123,16.342969,8.238281,4.639414,0.698002,-0.121391,3.499061
2024-10-25 08:49:09.398,A24-0272,P1-SP2-AGT01,1024,2.395964,2.389327,16.164844,8.19375,4.557031,0.592684,-0.097441,3.419814
2024-10-26 08:40:28.916,A24-0273,P1-SP1-AGT01,1024,2.4255,2.42239,15.704687,8.030469,4.423438,0.18205,-0.136869,3.310851
2024-10-27 08:31:48.434,A24-0274,P1-SP2-AGT01,1024,2.528344,2.52485,16.639844,8.505469,4.982305,0.353986,-0.030303,3.364047
2024-10-28 08:23:07.952,A24-0275,P1-SP1-AGT01,1024,2.384982,2.379844,15.452344,7.8375,4.406367,0.369507,-0.158365,3.286188
2024-10-29 08:14:27.470,A24-0276,P1-SP2-AGT01,1024,2.551214,2.546833,15.585937,7.822656,4.671328,-0.046407,-0.182544,3.066249
2024-10-30 08:05:46.988,A24-0277,P1-SP1-AGT01,1024,2.273116,2.267237,15.79375,8.060156,4.291328,0.438956,-0.084566,3.545862
2024-10-31 07:57:06.506,A24-0278,P1-SP2-AGT01,1024,2.223608,2.218586,15.08125,7.659375,4.123984,0.420111,-0.144683,3.44457
2024-11-01 07:48:26.024,A24-0279,P1-SP1-AGT01,1024,2.428881,2.423016,16.550781,8.43125,4.482812,0.441924,-0.137748,3.471249
2024-11-02 07:39:45.542,A24-0280,P1-SP2-AGT01,1024,2.38078,2.376166,15.422656,8.119531,4.85168,0.400579,-0.069943,3.41045
2024-11-03 07:31:05.060,A24-0281,P1-SP1-AGT01,1024,2.547593,2.544874,16.446875,8.446094,5.029805,0.446172,0.015391,3.315323
2024-11-04 07:22:24.578,A24-0282,P1-SP2-AGT01,1024,2.456443,2.451051,15.778906,7.926562,4.666875,0.296742,-0.206143,3.226846
2024-11-05 07:13:44.096,A24-0283,P1-SP1-AGT01,1024,2.406335,2.401579,15.927344,8.119531,4.550352,0.265027,-0.155345,3.374231
2024-11-06 07:05:03.614,A24-0284,P1-SP2-AGT01,1024,2.353808,2.349771,15.645312,7.985937,4.421211,0.453838,-0.15791,3.392773
2024-11-07 06:56:23.132,A24-0285,P1-SP1-AGT01,1024,2.360098,2.355056,15.867969,8.19375,4.493203,0.243452,-0.166338,3.471783
2024-11-08 06:47:42.651,A24-0286,P1-SP2-AGT01,1024,2.390557,2.387678,15.942187,8.149219,4.463516,0.357093,-0.078847,3.408921
2024-11-09 06:39:02.169,A24-0287,P1-SP1-AGT01,1024,0.173205,0.04421,0.182812,0.292187,0.265625,0.308543,-1.327948,1.68695
2024-11-10 06:30:21.687,A24-0288,P1-SP2-AGT01,1024,2.461505,2.460214,15.778906,8.000781,4.953359,0.234765,-0.028618,3.250361
2024-11-11 06:21:41.205,A24-0289,P1-SP1-AGT01,1024,2.473998,2.466352,16.521094,8.490625,5.081758,0.409931,-0.142496,3.431945
2024-11-12 06:13:00.723,A24-0290,P1-SP2-AGT01,1024,2.279546,2.27572,14.977344,7.614844,4.346992,0.160707,-0.037216,3.340509
2024-11-13 06:04:20.241,A24-0291,P1-SP1-AGT01,1024,2.272603,2.26637,15.838281,7.95625,4.123984,0.555867,-0.201546,3.500941
2024-11-15 05:46:59.277,A24-0293,P1-SP1-AGT01,1024,2.284968,2.276533,15.214844,7.926562,4.404141,0.430434,-0.147026,3.469003
2024-11-16 05:38:18.795,A24-0294,P1-SP2-AGT01,1024,2.364425,2.359453,16.075781,8.223437,4.361836,0.317367,-0.136244,3.477986
2024-11-17 05:29:38.313,A24-0295,P1-SP1-AGT01,1024,2.37175,2.366461,16.060938,8.164062,4.433828,0.156841,-0.053856,3.44221
2024-11-18 05:20:57.831,A24-0296,P1-SP2-AGT01,1024,2.38654,2.383963,16.432031,8.282813,4.675781,0.620728,-0.092508,3.470636
2024-11-19 05:12:17.349,A24-0297,P1-SP1-AGT01,1024,2.391124,2.386176,15.971875,8.089844,4.542187,0.413698,-0.13389,3.38328
2024-11-20 05:03:36.867,A24-0298,P1-SP2-AGT01,1024,2.480726,2.475824,16.105469,8.208594,4.75,0.372219,-0.179527,3.308949
2024-11-21 04:54:56.385,A24-0299,P1-SP1-AGT01,1024,2.273287,2.269286,15.214844,8.045312,4.224922,0.495241,-0.113289,3.539066
2024-11-22 04:46:15.904,A24-0300,P1-SP2-AGT01,1024,2.328921,2.324696,15.229687,7.911719,4.450898,0.301642,0.026964,3.397161
2024-11-23 04:37:35.422,A24-0301,P1-SP1-AGT01,1024,2.3037,2.296897,15.719531,7.95625,4.275,0.430659,-0.236087,3.453683
2024-11-24 04:28:54.940,A24-0302,P1-SP2-AGT01,1024,2.496987,2.49037,16.898438,8.613281,4.816055,0.663205,-0.182964,3.44947
2024-11-25 04:20:14.458,A24-0303,P1-SP1-AGT01,1024,2.465514,2.461857,17.259375,8.646094,4.741406,1.073416,-0.196289,3.506812
2024-11-26 04:11:33.976,A24-0304,P1-SP2-AGT01,1024,0.174368,0.044907,0.222656,0.332031,0.265625,0.45992,-1.360505,1.904199
2024-11-27 04:02:53.494,A24-0305,P1-SP1-AGT01,1024,2.542787,2.538206,17.177344,8.596875,5.001445,0.620273,-0.177148,3.380886
2024-11-28 03:54:13.012,A24-0306,P1-SP2-AGT01,1024,2.432138,2.428403,16.701563,8.695312,4.985039,0.914762,-0.167672,3.575173
2024-11-29 03:45:32.530,A24-0307,P1-SP1-AGT01,1024,2.512561,2.50573,17.357813,8.695312,4.788164,0.678339,-0.186127,3.460737
2024-11-30 03:36:52.048,A24-0308,P1-SP2-AGT01,1024,2.515914,2.511814,17.554688,9.203906,4.898086,0.85682,0.072685,3.658275
2024-12-01 03:28:11.566,A24-0309,P1-SP1-AGT01,1024,2.606043,2.599699,17.357813,8.695312,5.376328,0.819418,-0.145004,3.336596
2024-12-02 03:19:31.084,A24-0310,P1-SP2-AGT01,1024,2.514332,2.508593,17.571094,8.842969,5.010469,0.833039,-0.170757,3.517025
2024-12-03 03:10:50.602,A24-0311,P1-SP1-AGT01,1024,2.580955,2.57198,17.259375,8.826562,5.299219,0.662279,-0.217264,3.419882
2024-12-04 03:02:10.120,A24-0312,P1-SP2-AGT01,1024,2.616321,2.611427,17.85,8.925,5.195039,0.413613,-0.213587,3.411278
2024-12-05 02:53:29.638,A24-0313,P1-SP1-AGT01,1024,2.719941,2.716546,17.997656,9.1875,5.186016,0.334789,-0.12154,3.377831
2024-12-06 02:44:49.157,A24-0314,P1-SP2-AGT01,1024,2.677554,2.674733,17.620313,8.990625,5.523984,0.417483,-0.035826,3.357776
2024-12-08 02:27:28.193,A24-0316,P1-SP2-AGT01,1024,2.726616,2.720783,18.145312,9.154687,5.341055,0.440568,-0.048135,3.357528
2024-12-09 02:18:47.711,A24-0317,P1-SP1-AGT01,1024,2.87104,2.867649,17.423437,8.760938,5.676563,0.203903,-0.1028,3.051485
2024-12-10 02:10:07.229,A24-0318,P1-SP2-AGT01,1024,2.793468,2.787987,17.98125,9.089063,5.542852,0.670501,-0.124359,3.253684
2024-12-11 02:01:26.747,A24-0319,P1-SP1-AGT01,1024,2.752337,2.748227,17.210156,8.629688,5.395195,0.449161,-0.167289,3.135404
2024-12-12 01:52:46.265,A24-0320,P1-SP2-AGT01,1024,0.174646,0.044768,0.196094,0.305469,0.265625,0.363808,-1.350333,1.74907
2024-12-13 01:44:05.783,A24-0321,P1-SP1-AGT01,1024,2.759294,2.756481,17.341406,8.760938,5.38125,0.310112,-0.086224,3.175065
2024-12-14 01:35:25.301,A24-0322,P1-SP2-AGT01,1024,2.770523,2.766632,17.571094,8.859375,5.69707,0.257085,-0.119339,3.197726
2024-12-15 01:26:44.819,A24-0323,P1-SP1-AGT01,1024,2.850686,2.848386,17.751562,8.892188,5.814375,0.403696,-0.124016,3.119314
2024-12-16 01:18:04.337,A24-0324,P1-SP2-AGT01,1024,2.695983,2.693164,17.669531,8.957813,5.141719,0.590458,-0.125141,3.322651
2024-12-17 01:09:23.855,A24-0325,P1-SP1-AGT01,1024,2.810689,2.805607,17.407031,8.777344,5.5125,0.415851,-0.045305,3.122844
2024-12-18 01:00:43.373,A24-0326,P1-SP2-AGT01,1024,2.82152,2.818626,17.308594,8.744531,5.966953,0.371776,-0.046408,3.099227
2024-12-19 00:52:02.891,A24-0327,P1-SP1-AGT01,1024,2.740583,2.735481,16.734375,8.875781,5.807812,0.414432,-0.218726,3.238648
2024-12-20 00:43:22.410,A24-0328,P1-SP2-AGT01,1024,2.665167,2.663392,17.521875,8.79375,5.348438,0.319471,-0.016018,3.299511
2024-12-21 00:34:41.928,A24-0329,P1-SP1-AGT01,1024,2.669971,2.664838,16.832813,8.564063,5.430469,0.220995,-0.131598,3.207549
2024-12-22 00:26:01.446,A24-0330,P1-SP2-AGT01,1024,2.615447,2.612605,17.160938,8.613281,5.322187,0.700673,-0.015096,3.293235
2024-12-23 00:17:20.964,A24-0331,P1-SP1-AGT01,1024,2.66892,2.662376,17.948438,9.023438,5.526445,0.796678,-0.203116,3.380933
2024-12-24 00:08:40.482,A24-0332,P1-SP2-AGT01,1024,2.714893,2.708736,17.882813,8.957813,5.505117,0.778203,-0.208758,3.299509
